SNo,RollNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
87,2302022214,11262,All India,"GOVT.MEDICAL COLLEGE,
KOTA",MBBS,Open,GN,Allotted
88,2803001136,11302,All India,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,Open,GN,Allotted
89,3905004501,11419,All India,"GOVT. MEDICAL COLLEGE,
NAGPUR",MBBS,Open,GN,Allotted
90,1502304266,11488,All India,"BAHIRAMJEE JIJIBHAI
MEDICAL COLLGE, PUNE",MBBS,OBC,OBC,Allotted
91,4604003619,11775,All India,"NILRATAN SIRKAR MEDICAL
COLLEGE, KOLKATA",MBBS,Open,GN,Allotted
92,2809013003,11841,Open Seat Quota,JIPMER KARAIKAL,MBBS,OBC,OBC,Allotted
93,4101107459,11945,All India,"STANLEY MEDICAL COLLEGE,
CHENNAI",MBBS,OBC,OBC,Allotted
94,4101005536,12003,All India,"STANLEY MEDICAL COLLEGE,
CHENNAI",MBBS,OBC,OBC,Allotted
95,2601004163,12438,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,Open,GN,Allotted
96,4108004461,12517,Open Seat Quota,JIPMER KARAIKAL,MBBS,OBC,OBC,Allotted
97,1503002006,12587,All India,"M.G.M. MEDICAL COLLEGE,
INDORE",MBBS,EWS,EWS,Allotted
98,3802001353,12589,All India,"INDIRA GANDHI
GOVT.MEDICAL COLL.,
NAGPUR",MBBS,Open,GN,Allotted
99,1501004268,12734,All India,"RUHS College of Medical
Sciences, Jaipur",MBBS,EWS,EWS,Allotted
100,4402014209,12867,All India,Govt Medical College Faizabad,MBBS,Open,GN,Allotted
101,1206022179,12928,Open Seat Quota,JIPMER KARAIKAL,MBBS,OBC,OBC,Allotted
102,3905004041,12961,All India,"NALANDA MEDICAL COLLEGE,
PATNA",MBBS,Open,OBC,Allotted
103,2809033267,12986,Open Seat Quota,JIPMER KARAIKAL,MBBS,OBC,OBC,Allotted
104,1502104560,13019,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,Open,EWS,Allotted
105,2802004228,13053,All India,"T.D. MEDICAL COLLEGE,
ALLAPPUZHA",MBBS,Open,GN,Allotted
106,2302017075,13056,All India,"PT. B.D. SHARMA PGIMS,
ROHTAK",MBBS,Open,GN,Allotted
107,3109103407,13083,All India,"BAHIRAMJEE JIJIBHAI
MEDICAL COLLGE, PUNE",MBBS,OBC,OBC,Allotted
108,2809002467,13158,All India,"T.D. MEDICAL COLLEGE,
ALLAPPUZHA",MBBS,OBC,OBC,Allotted
109,2808004164,13175,All India,"T.D. MEDICAL COLLEGE,
ALLAPPUZHA",MBBS,OBC,OBC,Allotted
110,2001212480,13186,IP University Quota,"Vardhman Mahavir Medical
College and Safdarjung Hospital
New Delhi, VMMC",MBBS,OBC,OBC,Allotted
111,2808008211,13208,Open Seat Quota,JIPMER KARAIKAL,MBBS,OBC,OBC,Allotted
112,2810009136,13230,All India,"MYSORE MED.& RESEARCH
INST. MYSORE",MBBS,OBC,OBC,Allotted
113,1502218479,13253,All India,"NALANDA MEDICAL COLLEGE,
PATNA",MBBS,Open,OBC,Allotted
114,2001208571,13428,All India,"Dr. YS Parmar Govt. Medical
College, Nahan",MBBS,Open,GN,Allotted
115,1502129229,13433,All India,"NALANDA MEDICAL COLLEGE,
PATNA",MBBS,OBC,OBC,Allotted
116,3905106269,13461,All India,"M.G.M. MEDICAL COLLEGE,
INDORE",MBBS,OBC,OBC,Allotted
117,1203003319,13510,All India,"Shri Atal Bihari Vajpayee Medical
College & Research Institute,
Bengaluru",MBBS,Open,GN,Allotted
118,4411003558,13649,All India,"S.N. MEDICAL COLLEGE, AGRA",MBBS,OBC,OBC,Allotted
119,2301011180,13749,All India,"BAHIRAMJEE JIJIBHAI
MEDICAL COLLGE, PUNE",MBBS,OBC,OBC,Allotted
120,4408001928,13760,Open Seat Quota,AIIMS Jammu,MBBS,OBC,OBC,Allotted
121,4408102951,13763,All India,"NETAJI SUBHASH CHANDRA
BOSE MC,JABALPUR",MBBS,Open,GN,Allotted
122,2807032181,13834,All India,"MYSORE MED.& RESEARCH
INST. MYSORE",MBBS,OBC,OBC,Allotted
123,1502205367,13886,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,Open,GN,Allotted
124,4411101149,13906,All India,"PT. B.D. SHARMA PGIMS,
ROHTAK",MBBS,Open,GN,Allotted
125,4414002334,13934,All India,"Uttar Pradesh University of
Medical Sciences, Saifai, Etawah",MBBS,OBC,OBC,Allotted
126,1205018055,13939,Open Seat Quota,"AIIMS, Madurai",MBBS,OBC,OBC,Allotted
127,1206001531,13972,All India,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,EWS,EWS,Allotted
128,4109007477,14009,Open Seat Quota,"AIIMS, Madurai",MBBS,OBC,OBC,Allotted
129,3905106214,14029,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,Open,OBC,Allotted
130,4405002189,14044,All India,"S.N. MEDICAL COLLEGE, AGRA",MBBS,OBC,OBC,Allotted
131,2304003222,14047,All India,"PT. B.D. SHARMA PGIMS,
ROHTAK",MBBS,Open,GN,Allotted
132,2302001336,14059,All India,"Kalpana Chawla Govt. Medical
College, Karnal",MBBS,Open,GN,Allotted
133,1201005282,14061,All India,"ESI-MC&PGIMS&R, Banglore",MBBS,Open,GN,Allotted
134,2001303375,14089,All India,"Darbhanga Medical College,
Laheriasarai",MBBS,Open,EWS,Allotted
135,2001205577,14185,All India,"Government Doon Medcial
College, Dehradun",MBBS,Open,GN,Allotted
136,4403011352,14194,All India,"GOVT.MEDICAL COLLEGE,
KOTA",MBBS,Open,OBC,Allotted
137,3903204747,14213,All India,"JHALAWAR MEDICAL
COLLEGE, Jhalawar",MBBS,Open,GN,Allotted
138,1502103417,14335,All India,"GANDHI MEDICAL COLLEGE,
BHOPAL",MBBS,OBC,OBC,Allotted
139,2001206040,14371,All India,"Kalpana Chawla Govt. Medical
College, Karnal",MBBS,Open,GN,Allotted
140,2810013225,14407,All India,"COIMBATORE MEDICAL
COLLEGE,COIMBATORE",MBBS,Open,GN,Allotted
141,3114016137,14527,All India,"LOKMANYA TILAK MUNICIPAL
M C,MUMBAI",MBBS,OBC,OBC,Allotted
142,3604006202,14543,All India,"V.S.S. MEDICAL COLLEGE,
BURLA",MBBS,Open,GN,Allotted
143,3605003381,14642,All India,"V.S.S. MEDICAL COLLEGE,
BURLA",MBBS,Open,GN,Allotted
144,2811006441,14645,All India,Govt Medical College Kannur,MBBS,Open,GN,Allotted
145,2808027001,14746,Open Seat Quota,"AIIMS, Madurai",MBBS,OBC,OBC,Allotted
146,1205014263,14747,All India,Osmania Medical College Koti,MBBS,OBC,OBC,Allotted
147,2001017041,14828,All India,"Employees State Insurance
Corporation Medical College,
Alwar",MBBS,Open,GN,Allotted
148,1506002835,14889,All India,"Darbhanga Medical College,
Laheriasarai",MBBS,OBC,OBC,Allotted
149,3903218343,14907,Open Seat Quota,AIIMS Jammu,MBBS,OBC,OBC,Allotted
150,3607006299,14949,All India,"Sagar Dutta Medical College &
Hospital, Kolkata",MBBS,Open,GN,Allotted
151,3903124105,14955,All India,"MADURAI MEDICAL COLLEGE,
MADURAI",MBBS,Open,GN,Allotted
152,2603001669,14967,All India,"Shri Atal Bihari Vajpayee Medical
College & Research Institute,
Bengaluru",MBBS,Open,GN,Allotted
153,3117012081,15061,All India,"BAHIRAMJEE JIJIBHAI
MEDICAL COLLGE, PUNE",MBBS,OBC,OBC,Allotted
154,3905005301,15069,All India,"TOPIWALA NATIONAL
MEDICAL COLLEGE,MUMBAI",MBBS,OBC,OBC,Allotted
155,3115031215,15149,All India,"REGIONAL INST OF MEDICAL
SCI, IMPHAL",MBBS,Open,ST,Allotted
156,2803002435,15170,All India,"COIMBATORE MEDICAL
COLLEGE,COIMBATORE",MBBS,Open,GN,Allotted
157,4408101654,15179,All India,"Pt. J N M MEDICAL COLLEGE,
RAIPUR",MBBS,Open,GN,Allotted
158,1502307153,15279,All India,"SRI KRISHNA MEDICAL
COLLEGE, MUZAFFARPUR",MBBS,Open,GN,Allotted
159,2809022172,15303,Open Seat Quota,"AIIMS, Madurai",MBBS,OBC,OBC,Allotted
160,3905020227,15416,All India,"Rani Durgavati Medical College,
Banda",MBBS,OBC,OBC,Allotted
161,3905002003,15436,Open Seat Quota,"AIIMS, Madurai",MBBS,OBC,OBC,Allotted
162,2801003154,15461,All India,"Government Medical College,
ESIC, Kollam",MBBS,Open,GN,Allotted
163,2001022053,15483,All India,"Dr. YS Parmar Govt. Medical
College, Nahan",MBBS,Open,GN,Allotted
164,4410004347,15526,All India,"GAJRA RAJA MEDICAL
COLLEGE, GWALIOR",MBBS,OBC,OBC,Allotted
165,3903116254,15540,All India,"GOVT.MEDICAL COLLEGE,
KOTA",MBBS,OBC,OBC,Allotted
166,4404001220,15731,All India,"JHALAWAR MEDICAL
COLLEGE, Jhalawar",MBBS,Open,GN,Allotted
167,1505003065,15742,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,EWS,EWS,Allotted
168,2208008478,15769,All India,"GOVERNMENT MEDICAL
COLLEGE, SURAT",MBBS,OBC,OBC,Allotted
169,3109012114,15789,All India,"TOPIWALA NATIONAL
MEDICAL COLLEGE,MUMBAI",MBBS,OBC,OBC,Allotted
170,2001203631,15911,All India,"Autonomous State Medical
College , Fatehpur",MBBS,Open,GN,Allotted
171,3114014147,16030,All India,"TOPIWALA NATIONAL
MEDICAL COLLEGE,MUMBAI",MBBS,OBC,OBC,Allotted
172,2804006180,16060,All India,Govt Medical College Kannur,MBBS,OBC,OBC,Allotted
173,2803009251,16064,All India,"Govt Medical College, Ernakulam",MBBS,OBC,OBC,Allotted
174,4408105223,16093,All India,Govt Medical College Basti,MBBS,Open,GN,Allotted
175,4606004358,16149,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,OBC,OBC,Allotted
176,2813001260,16242,All India,"Govt Medical College, Palakkad",MBBS,Open,GN,Allotted
177,1501002526,16277,All India,"GANDHI MEDICAL COLLEGE,
BHOPAL",MBBS,OBC,OBC,Allotted
178,4405101032,16296,All India,"Government Doon Medcial
College, Dehradun",MBBS,OBC,OBC,Allotted
179,4409009181,16313,All India,"BPS Govt. Med. College, Sonepat",MBBS,Open,GN,Allotted
180,2602002666,16385,All India,"M.G.M. MEDICAL
COLLEGE,JAMSHEDPUR",MBBS,OBC,OBC,Allotted
181,4411109033,16458,All India,"MRA MEDICAL COLLEGE
AMBEDKAR NAGAR, UP",MBBS,Open,OBC,Allotted
182,4408104455,16529,All India,"SRI KRISHNA MEDICAL
COLLEGE, MUZAFFARPUR",MBBS,Open,GN,Allotted
183,1206016019,16622,All India,"Andhra Medical College,
Visakhapatnam",MBBS,OBC,OBC,Allotted
184,4609002077,16653,All India,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Open,GN,Allotted
185,3902016196,16709,All India,"JAWAHAR LAL NEHRU
MEDICAL, AJMER",MBBS,EWS,EWS,Allotted
186,1502104463,16710,All India,"Darbhanga Medical College,
Laheriasarai",MBBS,OBC,OBC,Allotted
187,4112007177,16717,All India,"MADURAI MEDICAL COLLEGE,
MADURAI",MBBS,Open,OBC,Allotted
188,3904011070,16743,All India,"GOVT.MEDICAL COLLEGE,
AMRITSAR",MBBS,OBC,OBC,Allotted
189,3905112139,16759,All India,"VARDHMAN INSTITUTE OF
MEDICAL SCIENCES, NALANDA",MBBS,Open,GN,Allotted
190,2806014124,16915,All India,"Govt Medical College, Ernakulam",MBBS,OBC,OBC,Allotted
191,4106007259,16917,All India,"MADURAI MEDICAL COLLEGE,
MADURAI",MBBS,Open,OBC,Allotted
192,3901014495,16967,All India,"Government Medical College,
Bhilwara",MBBS,Open,GN,Allotted
193,3802006418,17087,All India,"Govt Medical College, Churu",MBBS,Open,GN,Allotted
194,2603013351,17100,All India,"Shaheed Nirmal Mahto Medical
College & Hospital, Dhanbad",MBBS,OBC,OBC,Allotted
195,2001312465,17152,All India,"GHARWALE GOVT.MED SCI
&RESEARCH,SRINAGAR",MBBS,Open,GN,Allotted
196,2303001173,17181,All India,"Government Medical College
Hamirpur",MBBS,Open,GN,Allotted
197,4608004268,17183,All India,"COLLEGE OF MEDICINE and
JNM HOSPITAL, KALYANI",MBBS,Open,OBC,Allotted
198,3111110356,17187,All India,"GOVT. MEDICAL COLLEGE,
NAGPUR",MBBS,OBC,OBC,Allotted
199,4411112031,17379,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,OBC,OBC,Allotted
200,3904110018,17486,All India,"Government Medical College, Pali",MBBS,Open,GN,Allotted
201,4411114092,17487,All India,"GOVT. VELLORE MEDICAL
COLLEGE, VELLORE",MBBS,Open,GN,Allotted
202,1205027087,17488,All India,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL
COLLEGE, VIDISHA",MBBS,Open,GN,Allotted
203,3904009334,17493,All India,"PT. B.D. SHARMA PGIMS,
ROHTAK",MBBS,OBC,OBC,Allotted
204,3122007242,17559,All India,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,OBC,OBC,Allotted
205,2001305394,17629,All India,"Pt. J N M MEDICAL COLLEGE,
RAIPUR",MBBS,Open,GN,Allotted
206,2001223276,17700,All India,"Government Medical College,
Bharatpur",MBBS,Open,GN,Allotted
207,2302030093,17703,All India,"Government Medical College,
Bharatpur",MBBS,OBC,OBC,Allotted
208,1502202334,17711,All India,"GOVT. MEDICAL
COLLEGE,PATIALA",MBBS,OBC,OBC,Allotted
209,1502312055,17778,All India,"SRI KRISHNA MEDICAL
COLLEGE, MUZAFFARPUR",MBBS,Open,OBC,Allotted
210,4405107232,17793,All India,"MAHARSHI DEVRAHA BABA
AUTONOMOUS STATE.
MEDICAL COLLEGE, DEORIA",MBBS,Open,GN,Allotted
211,2303002399,17803,All India,"SHKM GMC, Nalhar, Mewat,
Haryana",MBBS,Open,EWS,Allotted
212,3903026289,17846,All India,"JHALAWAR MEDICAL
COLLEGE, Jhalawar",MBBS,Open,EWS,Allotted
213,4108003431,17882,All India,"COIMBATORE MEDICAL
COLLEGE,COIMBATORE",MBBS,OBC,OBC,Allotted
214,4416002081,17897,All India,"SHKM GMC, Nalhar, Mewat,
Haryana",MBBS,Open,GN,Allotted
215,2603003331,17900,All India,"BURDWAN MEDICAL
COLLEGE,BURDWAN",MBBS,Open,GN,Allotted
216,2101008052,17903,All India,"GOA MEDICAL COLLEGE,
PANAJI",MBBS,Open,GN,Allotted
217,2001302400,17939,All India,"Government Medical College,
Omandurar",MBBS,Open,GN,Allotted
218,4405105085,18023,All India,"Autonomous State Medical
College, Siddharthnagar",MBBS,Open,GN,Allotted
219,4407011203,18030,All India,"NETAJI SUBHASH CHANDRA
BOSE MC,JABALPUR",MBBS,OBC,OBC,Allotted
220,2804011226,18038,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,OBC,OBC,Allotted
221,1502005223,18060,All India,"VARDHMAN INSTITUTE OF
MEDICAL SCIENCES, NALANDA",MBBS,OBC,OBC,Allotted
222,3903103035,18076,All India,"SHRI KALYAN GOVT MEDICAL
COLLEGE SIKAR",MBBS,Open,GN,Allotted
223,4411022088,18094,All India,"MRA MEDICAL COLLEGE
AMBEDKAR NAGAR, UP",MBBS,OBC,OBC,Allotted
224,2601003385,18099,All India,"GOVT. MEDICAL
COLLEGE,PATIALA",MBBS,OBC,OBC,Allotted
225,2302006026,18101,All India,"Government Medical College,
Bhilwara",MBBS,Open,EWS,Allotted
226,2001101302,18141,All India,"UTTARANCHAL F HOSP TRUST
MC,HALDWANI",MBBS,Open,GN,Allotted
227,3903209407,18142,All India,"COIMBATORE MEDICAL
COLLEGE,COIMBATORE",MBBS,OBC,OBC,Allotted
228,4411008492,18167,All India,"Diamond Harbour Govt Medical
College",MBBS,Open,GN,Allotted
229,4407016092,18218,All India,"GAJRA RAJA MEDICAL
COLLEGE, GWALIOR",MBBS,OBC,OBC,Allotted
230,3805003197,18284,All India,"Government Medical College,
Bhilwara",MBBS,Open,GN,Allotted
231,3906011005,18300,All India,"Government Medical College,
Bhilwara",MBBS,Open,OBC,Allotted
232,2811003465,18304,All India,"GOVT. VELLORE MEDICAL
COLLEGE, VELLORE",MBBS,OBC,OBC,Allotted
233,3903136222,18320,All India,"JHALAWAR MEDICAL
COLLEGE, Jhalawar",MBBS,Open,OBC,Allotted
234,4405011036,18330,All India,"MG Inst. of Medical Sciences,
Sevagram Wardha",MBBS,Open,GN,Allotted
235,3903102140,18384,All India,"Govt Medical College Barmer
Rajasthan",MBBS,Open,GN,Allotted
236,3904014095,18398,All India,"SLBS Govt. Medical College,
Mandi",MBBS,OBC,OBC,Allotted
237,3903203333,18420,All India,"Govt Medical College, Churu",MBBS,Open,GN,Allotted
238,4410001597,18509,All India,"ASSAM MEDICAL COLLEGE,
DIBRUGARH",MBBS,Open,GN,Allotted
239,1502208077,18530,All India,"CALCUTTA NATIONAL MED
COLL,KOLKATA",MBBS,OBC,OBC,Allotted
240,1201002369,18551,All India,"ANUGRAH NARAYAN MAGADH
MEDICAL COLLEGE, GAYA",MBBS,OBC,OBC,Allotted
241,2001202419,18558,All India,"MG Inst. of Medical Sciences,
Sevagram Wardha",MBBS,Open,GN,Allotted
242,4402016423,18559,All India,"S.S. MEDICAL COLLEGE,
REWA",MBBS,Open,OBC,Allotted
243,2001115224,18573,All India,"Pt. Jawahar Lal Nehru Govt. Med.
College, Chamba",MBBS,Open,EWS,Allotted
244,3902004136,18619,All India,"NEIGRIHMS, SHILLONG",MBBS,Open,GN,Allotted
245,1901002045,18772,All India,"MANDYA INST. OF MEDICAL
SCI., MANDYA",MBBS,Open,GN,Allotted
246,4411006122,18812,All India,"Autonomous State Medical
College, Ghazipur",MBBS,Open,GN,Allotted
247,1502206004,18833,All India,"SRI KRISHNA MEDICAL
COLLEGE, MUZAFFARPUR",MBBS,EWS,EWS,Allotted
248,1502209036,18855,All India,"ANUGRAH NARAYAN MAGADH
MEDICAL COLLEGE, GAYA",MBBS,EWS,EWS,Allotted
249,2302020295,18862,All India,"BUNDELKHAND MEDICAL
COLLEGE, SAGAR",MBBS,Open,GN,Allotted
250,3906005017,18864,All India,"Government Medical College,
Bhilwara",MBBS,OBC,OBC,Allotted
251,3903223181,18875,All India,"SHRI KALYAN GOVT MEDICAL
COLLEGE SIKAR",MBBS,OBC,OBC,Allotted
252,4410004199,18898,All India,"BELGAUM INST. OF MEDICAL
SCI., BELGAUM",MBBS,Open,GN,Allotted
253,4412001216,18910,All India,"Autonomous State Medical
College ,Etah",MBBS,Open,GN,Allotted
254,1502110285,18979,All India,"Govt Medical College Barmer
Rajasthan",MBBS,Open,GN,Allotted
255,3905104146,19000,All India,"SRI KRISHNA MEDICAL
COLLEGE, MUZAFFARPUR",MBBS,OBC,OBC,Allotted
256,3903024380,19022,All India,"JHALAWAR MEDICAL
COLLEGE, Jhalawar",MBBS,EWS,EWS,Allotted
257,2302015275,19045,All India,"GURU GOVIND SINGH MED
COLL,FARIDKOT",MBBS,OBC,OBC,Allotted
258,4608107379,19061,All India,"ESIC Medical College AND
PGIMSR, Chennai",MBBS,Open,GN,Allotted
259,3903018171,19084,All India,"JHALAWAR MEDICAL
COLLEGE, Jhalawar",MBBS,OBC,OBC,Allotted
260,4404002181,19098,All India,"CHHATTISGARH INSTITUTE OF
MEDICAL SCIENCES, BILASP",MBBS,Open,GN,Allotted
261,2304015134,19113,All India,"Govt Medical College Barmer
Rajasthan",MBBS,Open,EWS,Allotted
262,3604014470,19148,All India,"KURNOOL MEDICAL COLLEGE,
KURNOOL",MBBS,Open,GN,Allotted
263,4407014097,19160,All India,"Autonomous State Medical
college Society Hardoi",MBBS,OBC,OBC,Allotted
264,2208005111,19175,All India,"MG Inst. of Medical Sciences,
Sevagram Wardha",MBBS,Open,GN,Allotted
265,2304007382,19182,All India,"ESIC Medical College & Hospital,
Bihta",MBBS,Open,GN,Allotted
266,2304017144,19210,All India,"Govt Medical College Barmer
Rajasthan",MBBS,Open,GN,Allotted
267,1502211217,19225,All India,"COLLEGE OF MEDICINE and
JNM HOSPITAL, KALYANI",MBBS,Open,GN,Allotted
268,3903224261,19238,All India,"SHRI KALYAN GOVT MEDICAL
COLLEGE SIKAR",MBBS,OBC,OBC,Allotted
269,3904013216,19243,All India,"Gadag Institute of Medical
Sciences",MBBS,Open,OBC,Allotted
270,1503016009,19249,All India,"GOVT. MEDICAL
COLLEGE,TIRUNELVELI",MBBS,Open,GN,Allotted
271,3905106312,19257,All India,"ESIC Medical College, Hyderbad",MBBS,OBC,OBC,Allotted
272,2304011046,19259,All India,"SOBAN SINGH JEENA
GOVERNMENT INSTITUTE OF
MEDICAL SCIENCE &
RESEARCH, ALMORA",MBBS,Open,GN,Allotted
273,3902022115,19260,All India,"SOBAN SINGH JEENA
GOVERNMENT INSTITUTE OF
MEDICAL SCIENCE &
RESEARCH, ALMORA",MBBS,Open,GN,Allotted
274,2001308591,19275,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,OBC,OBC,Allotted
275,2809002377,19276,All India,"THOOTHUKUDI MEDICAL
COLLEGE,THOOTHUKUDI",MBBS,Open,OBC,Allotted
276,2304002103,19283,All India,"Shri Vinobha Bhave Institute
Medical Sciences",MBBS,Open,GN,Allotted
277,3903017316,19285,All India,"Govt Medical College Barmer
Rajasthan",MBBS,OBC,OBC,Allotted
278,3906004417,19289,All India,"GOA MEDICAL COLLEGE,
PANAJI",MBBS,OBC,OBC,Allotted
279,4402029205,19298,All India,"GOVERNMENT MEDICAL
COLLEGE AND GENERAL
HOSPITAL, SATARA",MBBS,Open,GN,Allotted
280,2001115120,19301,All India,Govt Medical college Shivpuri,MBBS,Open,GN,Allotted
281,3902017084,19304,All India,"NEIGRIHMS, SHILLONG",MBBS,Open,GN,Allotted
282,3902012228,19305,All India,"Pt. J N M MEDICAL COLLEGE,
RAIPUR",MBBS,OBC,OBC,Allotted
283,1601003650,19309,All India,"ACSR Govt Medical College,
Nellore",MBBS,Open,GN,Allotted
284,3905119104,19312,All India,"Govt. Medical College, Khandwa",MBBS,Open,GN,Allotted
285,4415001029,19314,All India,Govt Medical college Shivpuri,MBBS,Open,GN,Allotted
286,3903120159,19317,All India,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,OBC,OBC,Allotted
287,3905015329,19326,All India,"Sagar Dutta Medical College &
Hospital, Kolkata",MBBS,OBC,OBC,Allotted
288,3805003211,19330,All India,"Fakhruddin Ali Ahmed Medical
College, Barpeta",MBBS,Open,GN,Allotted
289,1502311586,19336,All India,"Government Medical College,
Kanker, Chhattisgarh",MBBS,Open,OBC,Allotted
290,3902018066,19351,All India,"COLLEGE OF MEDICINE and
JNM HOSPITAL, KALYANI",MBBS,OBC,OBC,Allotted
291,3903122035,19358,All India,"BUNDELKHAND MEDICAL
COLLEGE, SAGAR",MBBS,EWS,EWS,Allotted
292,4401002718,19368,All India,"SHEIKH BHIKHARI MEDICAL
COLLEGE & HOSPITAL,
HAZARIBAG ( Formerly called
as- Hazaribagh Medical College,
Hazaribag)",MBBS,Open,GN,Allotted
293,1502228036,19373,All India,"ESIC Medical College & Hospital,
Bihta",MBBS,OBC,OBC,Allotted
294,4411111084,19387,All India,"Autonomous State Medical
College Society , Mirzapur",MBBS,OBC,OBC,Allotted
295,4402009385,19388,All India,"Goverment Medical College And
Hospital Jalgaon",MBBS,Open,GN,Allotted
296,1505003292,19389,All India,"ESIC Medical College & Hospital,
Bihta",MBBS,OBC,OBC,Allotted
297,2806033178,19401,All India,"Government Medical College,
Dindigul",MBBS,Open,OBC,Allotted
298,4413001538,19407,All India,"Government Medcial College,
Ambikapur",MBBS,Open,GN,Allotted
299,3905011318,19413,All India,"Pt. J N M MEDICAL COLLEGE,
RAIPUR",MBBS,OBC,OBC,Allotted
300,4411120199,19415,All India,"Jawaharlal Nehru Medical
College, Bhagalpur",MBBS,OBC,OBC,Allotted
301,2302006421,19416,All India,"SHKM GMC, Nalhar, Mewat,
Haryana",MBBS,OBC,OBC,Allotted
302,4408112171,19424,All India,"VIJAYNAGAR INST OF MED.
SC,BELLARY",MBBS,Open,GN,Allotted
303,2809014227,19426,All India,"GTMC, THIRUVARUR",MBBS,OBC,OBC,Allotted
304,2001123143,19427,All India,"Goverment Medical College,
Bettiah",MBBS,OBC,OBC,Allotted
305,4411101002,19433,All India,Govt Medical College Baramati,MBBS,OBC,OBC,Allotted
306,4407004385,19435,All India,"Rajarshee Chhatrapati Shahu
Maharaj Government Medical
College Kolhapur",MBBS,Open,GN,Allotted
307,3903115384,19437,All India,"GOVERMENT MEDICAL
COLLEGE NANDURBAR
MAHARARASTRA",MBBS,Open,OBC,Allotted
308,4404002569,19439,All India,"ESIC Medical College AND
PGIMSR, Chennai",MBBS,OBC,OBC,Allotted
309,1502012077,19441,All India,"Lt. L A M Govt. Medical College,
Raigarh",MBBS,Open,GN,Allotted
310,2001124063,19446,All India,"MG Inst. of Medical Sciences,
Sevagram Wardha",MBBS,Open,GN,Allotted
311,3903128015,19454,All India,"Govt Medical College, Churu",MBBS,OBC,OBC,Allotted
312,2001004374,19459,All India,"Dr. B.R. Ambedkar State Institute
of Medical Sciences",MBBS,OBC,OBC,Allotted
313,3903103145,19461,All India,"Indira Gandhi Medical College &
RI, Puducherry",MBBS,Open,GN,Allotted
314,3903208494,19464,All India,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,OBC,OBC,Allotted
315,2304015107,19469,All India,"BIDAR INSTITUTE OF MEDICAL
SCI., BIDAR",MBBS,Open,GN,Allotted
316,4402007170,19471,All India,"Government of Medical College
and Hospital, Balasore",MBBS,Open,GN,Allotted
317,1502214294,19475,All India,"Rangaraya Medical College,
Kakinada",MBBS,Open,GN,Allotted
318,3802011267,19478,All India,"Govt Medical College, Churu",MBBS,OBC,OBC,Allotted
319,3903206374,19483,All India,"Pt. Jawahar Lal Nehru Govt. Med.
College, Chamba",MBBS,OBC,OBC,Allotted
320,3905111133,19487,All India,"S.S. MEDICAL COLLEGE,
REWA",MBBS,OBC,OBC,Allotted
321,4416002325,19489,All India,"ESIC Medical College, Gulbarga",MBBS,Open,GN,Allotted
322,3904016001,19494,All India,"Government Medical College
Hamirpur",MBBS,OBC,OBC,Allotted
323,3604012060,19498,All India,"ESIC Medical College, Gulbarga",MBBS,Open,GN,Allotted
324,1502124022,19501,All India,"Diamond Harbour Govt Medical
College",MBBS,OBC,OBC,Allotted
325,1501006052,19502,All India,"SHEIKH BHIKHARI MEDICAL
COLLEGE & HOSPITAL,
HAZARIBAG ( Formerly called
as- Hazaribagh Medical College,
Hazaribag)",MBBS,Open,OBC,Allotted
326,4411014155,19504,All India,"Government Medical College,
Kanker, Chhattisgarh",MBBS,Open,OBC,Allotted
327,3903137194,19505,All India,"BUNDELKHAND MEDICAL
COLLEGE, SAGAR",MBBS,OBC,OBC,Allotted
328,3903031280,19513,All India,"MG Inst. of Medical Sciences,
Sevagram Wardha",MBBS,OBC,OBC,Allotted
329,2001308448,19515,All India,"UNS AUTONOMOUS STATE
MEDICAL COLLEGES, Jaunpur",MBBS,EWS,EWS,Allotted
330,4102004908,19523,All India,"SVIMS - Sri Padmavathi Medical
College for Women, Tirupati",MBBS,Open,GN,Allotted
331,3905112202,19526,All India,"MIDNAPORE MEDICAL
COLLEGE, MIDNAPUR",MBBS,Open,OBC,Allotted
332,2001106392,19527,All India,"SVIMS - Sri Padmavathi Medical
College for Women, Tirupati",MBBS,Open,OBC,Allotted
333,3802012023,19531,All India,"MG Inst. of Medical Sciences,
Sevagram Wardha",MBBS,OBC,OBC,Allotted
